1,ACAPULCO,GUERRERO,SAN LUIS ACATLÁN,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,TECOANAPA,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,IGUALAPA,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,OMETEPEC,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,AZOYU,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,AYUTLA DE LOS LIBRES,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,TECPAN DE GALEANA,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,COPALA,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,FLORENCIO VILLARREAL,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,ATOYAC DE ALVAREZ,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,SAN MARCOS,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,JUAN R ESCUDERO,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,COYUCA DE BENITEZ,$15.89,$17.65,$16.96
1,ACAPULCO,GUERRERO,ACAPULCO DE JUAREZ,$15.89,$17.65,$16.96
2,AGUASCALIENTES,GUANAJUATO,OCAMPO,$16.16,$17.93,$17.23
2,AGUASCALIENTES,ZACATECAS,APULCO,$16.16,$17.93,$17.23
2,AGUASCALIENTES,JALISCO,VILLA HIDALGO,$16.16,$17.93,$17.23
2,AGUASCALIENTES,JALISCO,TEOCALTICHE,$16.16,$17.93,$17.23
2,AGUASCALIENTES,JALISCO,ENCARNACION DE DIAZ,$16.16,$17.93,$17.23
2,AGUASCALIENTES,AGUASCALIENTES,TEPEZALA,$16.16,$17.93,$17.23
2,AGUASCALIENTES,AGUASCALIENTES,SAN JOSE DE GRACIA,$16.16,$17.93,$17.23
2,AGUASCALIENTES,AGUASCALIENTES,PABELLON DE ARTEAGA,$16.16,$17.93,$17.23
2,AGUASCALIENTES,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,$16.16,$17.93,$17.23
2,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,$16.16,$17.93,$17.23
3,AÑIL,ESTADO DE MÉXICO,ATENCO,$16.32,$18.19,$17.06
3,AÑIL,ESTADO DE MÉXICO,CHALCO,$16.32,$18.19,$17.06
3,AÑIL,ESTADO DE MÉXICO,CHICOLOAPAN,$16.32,$18.19,$17.06
3,AÑIL,ESTADO DE MÉXICO,IXTAPALUCA,$16.32,$18.19,$17.06
3,AÑIL,ESTADO DE MÉXICO,CHIMALHUACAN,$16.32,$18.19,$17.06
3,AÑIL,ESTADO DE MÉXICO,LA PAZ,$16.32,$18.19,$17.06
3,AÑIL,ESTADO DE MÉXICO,NEZAHUALCOYOTL,$16.32,$18.19,$17.06
3,AÑIL,CIUDAD DE MÉXICO,COYOACAN,$16.32,$18.19,$17.06
3,AÑIL,CIUDAD DE MÉXICO,CUAUHTEMOC,$16.32,$18.19,$17.06
3,AÑIL,CIUDAD DE MÉXICO,IZTACALCO,$16.32,$18.19,$17.06
3,AÑIL,CIUDAD DE MÉXICO,LA MAGDALENA CONTRERAS,$16.32,$18.19,$17.06
3,AÑIL,CIUDAD DE MÉXICO,MILPA ALTA,$16.32,$18.19,$17.06
3,AÑIL,CIUDAD DE MÉXICO,VENUSTIANO CARRANZA,$16.32,$18.19,$17.06
4,AZCAPOTZALCO,ESTADO DE MÉXICO,MELCHOR OCAMPO,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,NICOLAS ROMERO,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,CUAUTITLAN,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,JILOTZINGO,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,CUAUTITLAN IZCALLI,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,TEPOTZOTLAN,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,ATIZAPAN DE ZARAGOZA,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,HUIXQUILUCAN,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,ATIZAPAN,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,NAUCALPAN DE JUAREZ,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,ESTADO DE MÉXICO,TLALNEPANTLA DE BAZ,$16.27,$18.14,$17.01
4,AZCAPOTZALCO,CIUDAD DE MÉXICO,AZCAPOTZALCO,$16.27,$18.14,$17.01
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,GUSTAVO A MADERO,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,MIGUEL HIDALGO,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,XOCHIMILCO,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,BENITO JUAREZ,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,ALVARO OBREGON,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,TLALPAN,$16.33,$18.20,$17.07
5,BARRANCA DEL MUERTO,CIUDAD DE MÉXICO,TLAHUAC,$16.33,$18.20,$17.07
6,CADEREYTA,NUEVO LEÓN,MINA,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,CHINA,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,CERRALVO,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,SANTIAGO,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,MONTEMORELOS,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,HIDALGO,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,ABASOLO,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,CIENEGA DE FLORES,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,MARIN,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,GENERAL ZUAZUA,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,ALLENDE,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,PESQUERIA,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,LOS RAMONES,$16.23,$18.11,$16.96
6,CADEREYTA,NUEVO LEÓN,CADEREYTA JIMENEZ,$16.23,$18.11,$16.96
7,CAMPECHE,CAMPECHE,CARMEN,$15.65,$17.42,$16.72
7,CAMPECHE,CAMPECHE,ESCARCEGA,$15.65,$17.42,$16.72
7,CAMPECHE,CAMPECHE,CALKINI,$15.65,$17.42,$16.72
7,CAMPECHE,CAMPECHE,CHAMPOTON,$15.65,$17.42,$16.72
7,CAMPECHE,CAMPECHE,TENABO,$15.65,$17.42,$16.72
7,CAMPECHE,CAMPECHE,CAMPECHE,$15.65,$17.42,$16.72
8,CELAYA,GUANAJUATO,ACAMBARO,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,SAN MIGUEL DE ALLENDE,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,TARIMORO,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,SALVATIERRA,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,APASEO EL ALTO,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,JARAL DEL PROGRESO,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,SANTA CRUZ DE JUVENTINO ROSAS,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,JERECUARO,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,COMONFORT,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,APASEO EL GRANDE,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,VILLAGRAN,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,CELAYA,$16.09,$17.86,$17.16
8,CELAYA,GUANAJUATO,CORTAZAR,$16.09,$17.86,$17.16
9,CHIHUAHUA,CHIHUAHUA,AHUMADA,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,SAN FRANCISCO DE CONCHOS,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,GUERRERO,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,CARICHI,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,SAN FRANCISCO DE BORJA,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,COYAME DEL SOTOL,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,CAMARGO,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,CUSIHUIRIACHI,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,SATEVO,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,LA CRUZ,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,CUAUHTEMOC,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,SAUCILLO,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,DR BELISARIO DOMINGUEZ,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,ROSALES,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,DELICIAS,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,GRAN MORELOS,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,MEOQUI,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,JULIMES,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,SANTA BARBARA,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,ALDAMA,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,$16.12,$18.08,$17.39
9,CHIHUAHUA,CHIHUAHUA,AQUILES SERDAN,$16.12,$18.08,$17.39
10,COLIMA,COLIMA,COLIMA,$16.14,$17.90,$17.21
10,COLIMA,COLIMA,COMALA,$16.14,$17.90,$17.21
10,COLIMA,COLIMA,COQUIMATLAN,$16.14,$17.90,$17.21
10,COLIMA,COLIMA,VILLA DE ALVAREZ,$16.14,$17.90,$17.21
11,CUAUTLA,PUEBLA,TEHUITZINGO,$15.88,$17.65,$16.95
11,CUAUTLA,PUEBLA,TECOMATLAN,$15.88,$17.65,$16.95
11,CUAUTLA,PUEBLA,IZUCAR DE MATAMOROS,$15.88,$17.65,$16.95
11,CUAUTLA,PUEBLA,CHIETLA,$15.88,$17.65,$16.95
11,CUAUTLA,PUEBLA,EPATLAN,$15.88,$17.65,$16.95
11,CUAUTLA,PUEBLA,TILAPA,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,AXOCHIAPAN,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,TETELA DEL VOLCAN,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,TOTOLAPAN,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,TLAYACAPAN,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,TEPALCINGO,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,YECAPIXTLA,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,YAUTEPEC,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,AYALA,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,JANTETELCO,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,ATLATLAHUCAN,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,CUAUTLA,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,JONACATEPEC DE LEANDRO VALLE,$15.88,$17.65,$16.95
11,CUAUTLA,MORELOS,TEMOAC,$15.88,$17.65,$16.95
11,CUAUTLA,MÉXICO,TEPETLIXPA,$15.88,$17.65,$16.95
12,CUERNAVACA,MORELOS,AMACUZAC,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,MAZATEPEC,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,JOJUTLA,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,PUENTE DE IXTLA,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,TLALTIZAPAN DE ZAPATA,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,HUITZILAC,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,ZACATEPEC,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,MIACATLAN,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,TEPOZTLAN,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,XOCHITEPEC,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,CUERNAVACA,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,EMILIANO ZAPATA,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,TEMIXCO,$15.93,$17.70,$17.00
12,CUERNAVACA,MORELOS,JIUTEPEC,$15.93,$17.70,$17.00
13,CULIACAN,SINALOA,CULIACAN,$16.24,$18.01,$17.34
13,CULIACAN,SINALOA,NAVOLATO,$16.24,$18.01,$17.34
